2026-04-24 15:43:40 INFO     Starting simulation...
2026-04-24 15:43:46 WARNING  1164 points with problematic saturation / inverse linearity values!
2026-04-24 15:43:48 INFO     Simulating filter F158...
2026-04-24 15:43:49 INFO     Creating PSF using stpsf
2026-04-24 15:43:50 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 15:43:50 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 15:43:50 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 15:43:50 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 15:43:50 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 15:43:51 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 15:43:51 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 15:43:51 INFO     Creating optical system model:
2026-04-24 15:43:51 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 15:43:51 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
2026-04-24 15:43:51 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 15:43:51 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 15:43:51 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 15:43:51 INFO     Added pupil plane: Field Dependent Aberration (WFI04)
2026-04-24 15:43:51 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 15:43:51 INFO     Calculating PSF with 10 wavelengths
2026-04-24 15:43:51 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 15:44:04 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 15:44:05 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 15:44:07 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 15:44:08 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 15:44:10 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 15:44:11 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 15:44:13 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 15:44:14 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 15:44:16 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 15:44:17 INFO       Calculation completed in 26.217 s
2026-04-24 15:44:17 INFO     PSF Calculation completed.
2026-04-24 15:44:17 INFO     Calculating jitter using gaussian
2026-04-24 15:44:17 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 15:44:17 INFO             resulting image peak drops to 0.972 of its previous value
2026-04-24 15:44:17 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 15:44:17 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 15:44:17 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 15:44:17 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 15:44:17 INFO     Creating PSF using stpsf
2026-04-24 15:44:17 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 15:44:17 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 15:44:17 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 15:44:17 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 15:44:17 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 15:44:18 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 15:44:18 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 15:44:18 INFO     Creating optical system model:
2026-04-24 15:44:18 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 15:44:18 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
2026-04-24 15:44:18 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 15:44:18 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 15:44:18 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 15:44:18 INFO     Added pupil plane: Field Dependent Aberration (WFI04)
2026-04-24 15:44:18 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 15:44:18 INFO     Calculating PSF with 10 wavelengths
2026-04-24 15:44:18 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 15:44:20 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 15:44:21 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 15:44:23 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 15:44:24 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 15:44:26 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 15:44:27 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 15:44:29 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 15:44:30 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 15:44:31 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 15:44:33 INFO       Calculation completed in 14.868 s
2026-04-24 15:44:33 INFO     PSF Calculation completed.
2026-04-24 15:44:33 INFO     Calculating jitter using gaussian
2026-04-24 15:44:33 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 15:44:33 INFO             resulting image peak drops to 0.973 of its previous value
2026-04-24 15:44:33 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 15:44:33 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 15:44:33 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 15:44:33 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 15:44:33 INFO     Creating PSF using stpsf
2026-04-24 15:44:33 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 15:44:33 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 15:44:33 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 15:44:33 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 15:44:33 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 15:44:34 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 15:44:34 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 15:44:34 INFO     Creating optical system model:
2026-04-24 15:44:34 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 15:44:34 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
2026-04-24 15:44:34 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 15:44:34 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 15:44:34 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 15:44:34 INFO     Added pupil plane: Field Dependent Aberration (WFI04)
2026-04-24 15:44:34 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 15:44:34 INFO     Calculating PSF with 10 wavelengths
2026-04-24 15:44:34 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 15:44:35 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 15:44:37 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 15:44:38 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 15:44:40 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 15:44:41 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 15:44:43 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 15:44:44 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 15:44:46 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 15:44:47 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 15:44:49 INFO       Calculation completed in 14.930 s
2026-04-24 15:44:49 INFO     PSF Calculation completed.
2026-04-24 15:44:49 INFO     Calculating jitter using gaussian
2026-04-24 15:44:49 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 15:44:49 INFO             resulting image peak drops to 0.973 of its previous value
2026-04-24 15:44:49 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 15:44:49 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 15:44:49 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 15:44:49 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 15:44:49 INFO     Creating PSF using stpsf
2026-04-24 15:44:49 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 15:44:49 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 15:44:49 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 15:44:49 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 15:44:49 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 15:44:50 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 15:44:50 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 15:44:50 INFO     Creating optical system model:
2026-04-24 15:44:50 INFO     Initialized OpticalSystem: Roman+WFI
