2026-04-24 12:22:19 INFO     Starting simulation...
2026-04-24 12:22:25 WARNING  1164 points with problematic saturation / inverse linearity values!
2026-04-24 12:22:28 INFO     Simulating filter F158...
2026-04-24 12:22:28 INFO     Creating PSF using stpsf
2026-04-24 12:22:30 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 12:22:30 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 12:22:30 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 12:22:30 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 12:22:30 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 12:22:30 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 12:22:30 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 12:22:30 INFO     Creating optical system model:
2026-04-24 12:22:30 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 12:22:31 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
2026-04-24 12:22:31 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 12:22:31 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 12:22:31 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 12:22:31 INFO     Added pupil plane: Field Dependent Aberration (WFI04)
2026-04-24 12:22:31 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 12:22:31 INFO     Calculating PSF with 10 wavelengths
2026-04-24 12:22:31 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 12:22:43 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 12:22:45 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 12:22:46 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 12:22:48 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 12:22:50 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 12:22:51 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 12:22:53 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 12:22:54 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 12:22:56 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 12:22:57 INFO       Calculation completed in 26.475 s
2026-04-24 12:22:57 INFO     PSF Calculation completed.
2026-04-24 12:22:57 INFO     Calculating jitter using gaussian
2026-04-24 12:22:57 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 12:22:57 INFO             resulting image peak drops to 0.972 of its previous value
2026-04-24 12:22:57 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 12:22:57 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 12:22:57 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 12:22:57 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 12:22:57 INFO     Creating PSF using stpsf
2026-04-24 12:22:57 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 12:22:57 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 12:22:57 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 12:22:57 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 12:22:57 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 12:22:58 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 12:22:58 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 12:22:58 INFO     Creating optical system model:
2026-04-24 12:22:58 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 12:22:58 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
