2026-04-24 14:24:24 INFO     Starting simulation...
2026-04-24 14:24:33 WARNING  224 points with problematic saturation / inverse linearity values!
2026-04-24 14:24:37 INFO     Simulating filter F158...
2026-04-24 14:24:37 INFO     Creating PSF using stpsf
2026-04-24 14:24:39 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:24:39 INFO     Using pupil mask 'F062' and detector 'WFI14'.
2026-04-24 14:24:39 INFO     Using pupil mask 'F158' and detector 'WFI14'.
2026-04-24 14:24:39 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:24:39 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:24:40 INFO     Using pupil mask 'F158' and detector 'WFI14'.
2026-04-24 14:24:40 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:24:40 INFO     Creating optical system model:
2026-04-24 14:24:40 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:24:40 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI14.fits.gz
2026-04-24 14:24:40 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:24:40 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:24:40 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:24:40 INFO     Added pupil plane: Field Dependent Aberration (WFI14)
2026-04-24 14:24:40 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 14:24:40 INFO     Calculating PSF with 10 wavelengths
2026-04-24 14:24:40 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 14:24:53 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 14:24:54 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 14:24:56 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 14:24:57 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 14:24:59 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 14:25:00 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 14:25:02 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 14:25:03 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 14:25:05 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 14:25:06 INFO       Calculation completed in 25.886 s
2026-04-24 14:25:06 INFO     PSF Calculation completed.
2026-04-24 14:25:06 INFO     Calculating jitter using gaussian
2026-04-24 14:25:06 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 14:25:06 INFO             resulting image peak drops to 0.973 of its previous value
2026-04-24 14:25:06 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 14:25:06 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 14:25:06 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:25:06 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:25:06 INFO     Creating PSF using stpsf
2026-04-24 14:25:06 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:25:06 INFO     Using pupil mask 'F062' and detector 'WFI14'.
2026-04-24 14:25:06 INFO     Using pupil mask 'F158' and detector 'WFI14'.
2026-04-24 14:25:06 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:25:06 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:25:07 INFO     Using pupil mask 'F158' and detector 'WFI14'.
2026-04-24 14:25:07 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:25:07 INFO     Creating optical system model:
2026-04-24 14:25:07 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:25:07 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI14.fits.gz
2026-04-24 14:25:07 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:25:07 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:25:07 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:25:07 INFO     Added pupil plane: Field Dependent Aberration (WFI14)
2026-04-24 14:25:07 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 14:25:07 INFO     Calculating PSF with 10 wavelengths
2026-04-24 14:25:07 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 14:25:09 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 14:25:10 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 14:25:12 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 14:25:13 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 14:25:15 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 14:25:16 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 14:25:18 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 14:25:19 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 14:25:21 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 14:25:22 INFO       Calculation completed in 15.059 s
2026-04-24 14:25:22 INFO     PSF Calculation completed.
2026-04-24 14:25:22 INFO     Calculating jitter using gaussian
2026-04-24 14:25:22 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 14:25:22 INFO             resulting image peak drops to 0.973 of its previous value
2026-04-24 14:25:22 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
