2026-04-24 14:52:17 INFO     Starting simulation...
2026-04-24 14:52:28 WARNING  224 points with problematic saturation / inverse linearity values!
2026-04-24 14:52:32 INFO     Simulating filter F158...
2026-04-24 14:52:32 INFO     Creating PSF using stpsf
2026-04-24 14:52:34 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:52:34 INFO     Using pupil mask 'F062' and detector 'WFI14'.
2026-04-24 14:52:34 INFO     Using pupil mask 'F158' and detector 'WFI14'.
2026-04-24 14:52:34 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:52:34 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:52:34 INFO     Using pupil mask 'F158' and detector 'WFI14'.
2026-04-24 14:52:34 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:52:34 INFO     Creating optical system model:
2026-04-24 14:52:34 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:52:34 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI14.fits.gz
2026-04-24 14:52:34 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:52:34 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:52:34 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:52:34 INFO     Added pupil plane: Field Dependent Aberration (WFI14)
2026-04-24 14:52:34 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 14:52:34 INFO     Calculating PSF with 10 wavelengths
2026-04-24 14:52:34 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 14:52:47 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 14:52:49 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 14:52:50 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 14:52:52 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 14:52:53 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 14:52:55 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 14:52:56 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 14:52:57 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 14:52:59 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 14:53:00 INFO       Calculation completed in 26.049 s
2026-04-24 14:53:00 INFO     PSF Calculation completed.
2026-04-24 14:53:00 INFO     Calculating jitter using gaussian
2026-04-24 14:53:00 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 14:53:00 INFO             resulting image peak drops to 0.973 of its previous value
2026-04-24 14:53:00 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 14:53:00 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 14:53:00 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:53:00 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:53:00 INFO     Creating PSF using stpsf
2026-04-24 14:53:01 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:53:01 INFO     Using pupil mask 'F062' and detector 'WFI14'.
2026-04-24 14:53:01 INFO     Using pupil mask 'F158' and detector 'WFI14'.
2026-04-24 14:53:01 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:53:01 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:53:01 INFO     Using pupil mask 'F158' and detector 'WFI14'.
2026-04-24 14:53:01 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:53:01 INFO     Creating optical system model:
2026-04-24 14:53:01 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:53:01 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI14.fits.gz
2026-04-24 14:53:01 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:53:01 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:53:01 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:53:01 INFO     Added pupil plane: Field Dependent Aberration (WFI14)
2026-04-24 14:53:01 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
